"","w2clsids","schids","ctyids","tchids","w2tchstatus","w2tchsubject","w2tchhr","w2tcha0101","w2tcha0102","w2tcha0103","w2tcha0104","w2tcha0105","w2tcha0106","w2tcha0107","w2tcha0108","w2tcha0109","w2tcha0110","w2tcha02","w2tcha03","w2tcha04","w2tcha05","w2tcha06","w2tcha07","w2tcha08","w2tcha09","w2tcha10","w2tcha11","w2tcha1201","w2tcha1202","w2tcha1203","w2tcha1204","w2tcha1301","w2tcha1302","w2tcha1303","w2tcha1401","w2tcha1402","w2tcha1403","w2tcha1404","w2tcha1501","w2tcha1502","w2tcha1503","w2tcha1504","w2tcha1601","w2tcha1602","w2tcha1603","w2tcha1604","w2tcha1605","w2tcha1606","w2tcha1607","w2tcha1608","w2tcha1701","w2tcha1702","w2tcha1703","w2tcha1704","w2tcha1705","w2tcha1706","w2tcha1707","w2tcha1708","w2tcha1709","w2tcha1710","w2tcha18","w2tcha1901","w2tcha1902","w2tcha1903","w2tcha20a01","w2tcha20b01","w2tcha20c01","w2tcha20a02","w2tcha20b02","w2tcha20c02","w2tcha20a03","w2tcha20b03","w2tcha20c03","w2tcha21","w2tcha2201","w2tcha2202","w2tcha2203","w2tcha2204","w2tcha2205","w2tcha2206","w2tcha2207","w2tcha2301","w2tcha2302","w2tcha2303","w2tcha2304","w2tcha2305","w2tcha2306","w2tcha2307","w2tchb01","w2tchb0201","w2tchb0202","w2tchb0203","w2tchb0204","w2tchb0205","w2tchb0206","w2tchb0207","w2tchb03a01","w2tchb03b01","w2tchb03a02","w2tchb03b02","w2tchb03a03","w2tchb03b03","w2tchb03a04","w2tchb03b04","w2tchb03a05","w2tchb03b05","w2tchb04","w2tchb05","w2tchb06","w2tchb07","w2tchb08a","w2tchb08b","w2tchb0901","w2tchb0902","w2tchb0903","w2tchb10","w2tchb11","w2tchc01","w2tchc02","w2tchc03","w2tchc04","w2tchc05","w2tchc06","w2tchc07","w2tchc08","w2tchc09","w2tchc10a","w2tchc10b","w2tchc11","w2tchc11a","w2tchc12","w2tchc13","w2tchc14","w2tchc15a","w2tchc15b","w2tchc1601","w2tchc1602","w2tchc1603","w2tchc1604","w2tchc1605","w2tchc1701","w2tchc1702","w2tchc1703","w2tchc1704","w2tchc1705","w2tchc1706","w2tchc18","w2tchc19","w2tchc20","w2tchc21","w2tchc22","w2tchc23","w2tchc24","w2tchc25","w2tchc2601","w2tchc2602","w2tchc2603","w2tchc2604","w2tchc27","w2tchc28","w2tchc2901","w2tchc2902","w2tchc2903","w2tchc2904","w2tchc2905","w2tchc2906","w2tchc2907","w2tchc3001","w2tchc3002","w2tchc3003","w2tchc3004","w2tchc3005","w2tchc3006","w2tchc3007","w2tchc3101","w2tchc3102","w2tchc3103","w2tchc3104","w2tchc3105","random_even_placement"
"122",248,65,17,714,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,5,2,1,18,10,10,55,1,0,1,0,0,5,4,3,5,1,2,1,100,NA,100,NA,2,2,4,4,2,2,1,2,2,3,2,3,2,3,3,1,2,1,4,1,1,1,4,4,4,4,4,4,3,3,3,4,0,0,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1970,2,6,2,1,3,20,2,2005,9,1,NA,3,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,2,2,NA,4,3,1,1,1,1,3,3,3,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1
"123",252,66,17,719,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,3,2,2,1,14,8,5,60,1,1,1,0,1,4,3,3,3,1,2,2,50,0,10,40,5,4,4,3,3,5,3,3,3,3,3,3,2,2,2,1,3,2,4,3,3,3,4,4,4,4,3,3,4,3,3,4,0,0,0,1,1,1,0,0,0,1,1,1,1,0,3,0,1,0,0,1,0,0,1,1,2,1,2,1,1,1,NA,NA,4,1,1,1,NA,30,20,26,NA,3,4,2,1972,2,5,1,1,3,20,2,2008,8,1,1994,4,0,2,1999,9,1,1,1,0,0,1,1,1,1,1,0,1,4,4,3,3,2,2,3,3,4,4,3,4,4,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1
"124",253,66,17,720,1,1,1,1,0,0,0,0,0,0,0,0,0,2013,3,4,2,1,NA,NA,9,90,1,0,1,0,1,5,5,4,5,3,5,3,50,0,0,50,2,3,2,1,2,2,2,2,2,3,3,1,2,3,2,1,3,1,5,3,3,3,5,5,5,5,5,5,5,5,5,4,0,1,0,1,1,1,0,0,0,1,1,1,1,0,4,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,NA,NA,4,1,1,1,2,0,20,16,12,5,5,1,1972,2,4,1,1,1,12,2,2010,7,NA,NA,3,3,2,NA,NA,1,1,1,0,1,0,1,1,1,1,0,1,4,5,4,1,3,3,3,4,4,5,4,4,4,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1
"125",253,66,17,725,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,12,24,24,60,1,1,1,0,1,4,3,3,4,3,2,1,70,5,15,5,4,3,5,3,3,3,4,3,2,3,3,2,2,2,2,2,3,2,5,2,1,1,4,3,4,4,3,4,4,3,3,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1985,2,7,1,1,3,NA,1,2012,8,1,2012,0,0,2,NA,NA,1,1,0,0,0,0,0,0,0,1,0,3,4,NA,3,2,3,3,3,2,5,5,5,5,4,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
"126",252,66,17,726,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,3,2,1,12,15,15,60,1,0,1,0,1,4,4,4,3,3,1,1,70,0,20,10,5,5,4,3,3,5,5,5,3,3,3,2,2,3,3,3,3,3,NA,2,3,1,4,4,4,4,4,3,3,3,3,4,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1985,2,6,1,1,3,7,NA,2009,9,1,2000,2,0,2,NA,NA,1,1,0,0,1,0,0,0,1,0,0,1,3,NA,3,3,2,2,2,2,2,4,4,4,4,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
"127",253,66,17,729,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,5,2,1,12,15,15,60,1,0,1,0,1,4,4,4,3,3,1,1,70,0,20,10,5,5,4,3,3,5,5,5,3,3,3,2,2,3,3,3,3,3,5,2,3,1,4,4,4,4,4,3,3,3,3,4,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1979,2,5,1,1,3,14,2,2009,9,1,2000,3,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,1,3,NA,3,4,2,2,1,3,2,4,4,4,4,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1
"128",256,67,17,730,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,3,2,1,12,10,10,50,1,1,1,1,1,5,5,5,5,5,3,3,50,0,40,10,5,5,5,5,5,NA,5,NA,3,3,3,2,3,2,3,1,3,2,5,3,3,3,5,5,5,5,5,5,5,5,5,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1974,2,5,1,1,3,19,1,1996,7,1,1996,3,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,3,4,NA,4,2,2,2,2,3,5,5,3,5,5,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1
"129",257,67,17,731,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,12,14,8,40,1,0,1,1,0,5,3,4,3,4,1,1,100,0,0,0,4,4,3,2,4,4,3,2,2,3,3,2,2,3,3,1,2,2,4,3,3,2,4,4,4,4,4,4,3,4,4,2,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1970,2,6,1,1,3,21,1,1993,7,1,1993,3,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,3,4,NA,3,1,3,3,3,4,4,4,4,4,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"130",256,67,17,733,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,3,3,2,1,10,15,10,40,1,1,1,0,1,4,4,4,4,4,2,2,80,0,10,10,3,4,4,4,2,3,4,1,3,3,3,1,2,2,2,2,3,2,5,1,3,2,4,5,4,3,2,4,3,2,2,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1985,2,6,1,1,3,5,1,2010,9,1,NA,2,0,1,NA,NA,1,1,1,0,0,0,0,0,0,0,1,3,3,NA,3,1,2,2,2,3,4,4,4,4,4,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1
"131",257,67,17,735,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,5,2,1,10,20,15,50,1,1,1,1,1,4,4,5,2,5,1,2,60,0,40,10,4,4,4,4,4,5,4,3,3,3,3,2,2,2,2,1,2,2,5,3,3,3,4,4,4,4,4,4,3,2,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1973,2,5,1,1,3,22,2,1994,9,1,1992,3,0,2,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,4,NA,4,2,3,3,2,4,4,4,4,4,4,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
"132",500,71,18,786,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,5,2,1,NA,10,NA,NA,1,0,0,0,1,5,3,4,4,1,2,1,NA,NA,NA,NA,4,3,3,3,3,5,2,2,2,3,3,2,2,3,3,1,2,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,2,3,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"133",501,71,18,787,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,2,2,0,17,10,5,20,1,1,0,0,1,4,4,3,4,2,2,1,90,0,10,0,5,5,3,4,1,3,2,1,3,3,3,2,2,3,3,1,2,3,5,3,3,3,4,4,3,3,3,3,3,3,3,4,0,0,0,1,0,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1987,2,6,2,1,3,5,2,2013,9,2,NA,0,0,2,NA,NA,1,1,0,0,0,0,0,0,0,0,1,3,2,NA,3,3,3,2,1,3,3,2,2,3,4,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1
"134",327,85,22,935,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,5,5,2,1,12,12,10,40,1,1,1,1,1,5,5,5,4,3,2,2,80,0,10,10,4,5,1,1,3,2,1,1,3,3,3,1,2,3,2,1,1,2,5,3,3,3,3,4,4,3,4,4,3,4,4,4,0,0,0,1,1,1,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1971,2,5,1,1,3,23,2,1996,3,1,1992,4,1,2,NA,NA,1,1,1,0,0,1,1,1,1,1,0,1,4,NA,4,3,2,2,2,2,3,2,2,3,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1
"135",327,85,22,938,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,4,4,2,1,12,15,12,40,1,1,1,1,1,5,5,5,4,3,2,3,60,10,20,10,4,4,3,2,4,4,4,3,2,3,3,3,2,3,3,1,3,2,5,3,3,3,4,5,NA,4,5,NA,4,5,NA,4,0,0,0,1,1,1,1,0,0,0,1,1,1,1,4,0,1,1,0,0,1,0,1,NA,1,NA,1,NA,1,NA,NA,NA,4,1,1,2,1,15,38,3,3,3,3,2,1976,2,6,1,1,2,18,2,2011,5,1,2011,3,0,1,1997,9,1,1,1,0,0,0,0,1,1,1,0,1,4,4,3,2,2,2,2,3,5,4,3,4,5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1
"136",327,85,22,943,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,2,12,10,6,50,1,1,1,0,1,4,2,3,5,4,1,4,80,NA,10,10,4,3,2,3,3,4,3,2,2,3,2,2,2,2,2,1,1,2,4,1,3,2,4,4,4,4,4,4,3,4,3,4,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1987,2,5,1,1,3,8,2,2012,8,1,2007,2,0,1,NA,NA,1,1,1,0,0,0,0,1,0,1,0,3,3,NA,3,4,2,3,3,4,4,4,4,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
"137",332,86,22,947,1,0,1,0,0,0,0,0,0,0,0,0,1,2014,2,2,2,9,16,5,0,17,2,0,0,1,1,4,3,2,3,3,2,2,95,0,5,0,3,3,4,5,4,3,3,4,2,3,3,3,2,3,3,2,3,3,4,2,1,3,4,3,4,3,3,3,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,2,2,2,4,NA,4,37,12,NA,NA,1,1960,2,4,1,1,3,32,2,2007,4,1,2007,3,0,2,1993,9,1,1,1,0,1,0,0,1,0,0,0,1,5,1,3,3,2,2,2,1,2,2,1,1,5,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1
"138",538,86,22,951,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,4,4,2,1,12,10,20,30,1,1,1,0,1,4,3,3,4,4,3,3,100,NA,100,NA,4,NA,3,4,4,3,NA,3,2,3,3,2,2,3,3,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1969,2,5,1,NA,NA,24,2,2007,9,1,NA,3,1,1,NA,NA,1,1,0,0,0,0,0,1,0,0,0,2,3,NA,4,2,3,3,3,4,NA,4,3,3,4,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1
"139",538,86,22,955,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,14,13,16,50,1,1,1,0,1,4,3,3,4,3,2,3,NA,NA,NA,NA,5,5,5,5,5,5,4,4,3,3,3,1,2,2,3,2,3,1,2,1,2,1,1,2,3,2,1,3,3,1,2,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1969,2,6,1,1,1,24,NA,2006,10,1,1995,2,0,1,NA,NA,1,1,1,0,0,0,0,1,1,1,0,3,2,NA,3,3,1,2,2,3,4,3,1,2,4,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1
"140",538,86,22,958,1,3,1,0,0,1,0,0,0,0,0,0,0,2014,1,1,2,1,12,10,14,45,1,1,1,1,1,4,3,4,5,3,3,2,90,0,10,0,4,3,4,4,3,4,3,3,3,3,3,2,2,3,3,2,3,3,4,3,2,2,2,3,4,3,4,4,1,1,1,2,0,0,1,1,1,1,0,0,0,1,1,1,1,0,4,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,2,4,2,2,2,NA,NA,5,42,5,3,3,2,1981,1,6,1,1,3,11,NA,2012,9,2,NA,2,0,2,2004,9,1,1,1,1,0,0,0,0,0,1,0,1,2,3,4,2,2,3,2,3,5,5,2,3,4,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
"141",336,87,22,969,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,8,10,3,19,1,0,1,0,0,4,3,5,3,4,2,2,50,0,50,0,4,4,3,3,3,4,3,4,2,3,3,2,3,2,2,1,3,2,4,1,1,1,3,4,4,3,4,4,3,4,4,4,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1965,2,5,2,1,3,33,2,1985,9,1,1985,3,0,2,NA,NA,1,1,1,1,1,0,0,0,0,1,0,3,4,NA,3,2,2,2,2,4,3,4,3,3,3,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1
"142",335,87,22,969,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,8,10,3,19,1,0,1,0,0,4,3,5,3,4,2,2,50,0,50,0,4,4,3,3,3,4,3,4,2,3,3,2,3,2,2,1,3,2,4,1,1,1,3,4,4,3,4,4,3,4,4,4,0,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1965,2,5,2,1,3,33,2,1985,9,1,1985,3,0,2,NA,NA,1,1,1,1,1,0,0,0,0,1,0,3,4,NA,3,2,2,2,2,4,3,4,3,2,3,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1
"143",339,88,22,970,1,0,1,0,0,0,1,0,0,0,0,0,0,2014,3,5,2,2,14,3,7,40,1,0,0,0,1,4,4,4,4,3,4,2,70,15,5,10,4,5,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,4,3,3,2,4,3,5,4,3,4,5,4,3,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,1,1,1,2,1,2,1,2,1,4,3,2,1,2,2,0,17,13,19,3,3,2,1974,2,6,1,1,3,19,2,2011,8,1,1997,3,0,1,1997,9,1,1,1,0,0,0,0,1,0,1,0,2,2,2,3,2,2,2,3,4,4,3,3,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
"144",375,97,25,1084,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1,2,1,1,18,12,20,50,2,1,1,1,0,4,2,5,2,3,1,3,100,0,0,0,5,5,5,5,3,3,4,3,3,2,2,1,2,3,1,3,2,2,4,3,3,1,2,4,4,2,4,4,2,4,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1962,2,4,1,1,3,32,1,1983,7,1,1983,3,1,2,NA,NA,1,1,1,1,0,1,0,1,1,1,0,1,1,NA,3,3,1,1,1,1,1,4,3,3,4,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
"145",376,97,25,1086,1,1,1,1,0,0,0,0,0,0,0,0,0,2014,3,4,2,NA,9,6,3,40,1,0,1,0,1,4,3,5,4,3,3,1,80,0,10,10,4,3,4,3,4,3,3,3,2,3,2,2,2,2,3,2,2,2,4,3,3,3,5,5,5,4,4,4,3,3,3,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,1,1,2,1,1,1,1,NA,NA,NA,4,2,1,2,1,0,24,0,0,3,5,1,1963,2,4,1,1,1,33,1,1982,8,1,1982,4,2,2,1990,9,1,1,1,0,0,0,0,1,1,1,0,1,4,2,4,2,2,2,2,2,4,4,3,4,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
"146",376,97,25,1087,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,1,2,NA,10,18,17,42,1,1,1,0,1,2,3,4,4,2,2,2,90,0,10,0,4,4,4,3,3,4,3,3,2,3,3,2,2,3,2,2,2,2,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,4,0,0,0,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1978,2,5,1,1,3,13,1,2001,7,1,NA,2,0,2,NA,NA,1,1,1,0,0,0,0,0,0,0,1,2,3,NA,3,3,1,1,2,2,3,3,2,3,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1
"147",375,97,25,1089,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2,4,2,0,9,15,11,50,1,1,1,0,1,3,4,4,4,4,2,3,90,0,5,5,4,4,4,4,3,5,4,4,2,3,2,2,2,3,2,2,2,2,5,2,2,2,4,4,5,4,4,5,4,4,4,4,0,0,1,1,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1977,2,4,1,1,3,14,2,2002,8,1,2002,2,0,1,NA,NA,1,1,1,0,0,0,0,0,1,1,0,3,2,NA,3,3,2,2,2,2,4,4,3,4,4,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1
"148",376,97,25,1090,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,3,2,0,9,10,4,40,1,0,0,0,1,4,3,3,2,3,4,2,60,0,10,30,5,4,4,3,4,4,4,3,2,3,2,2,2,2,2,1,2,1,4,3,NA,NA,4,4,5,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1977,2,5,1,1,3,15,2,2007,8,1,2007,2,0,2,NA,NA,1,1,1,0,0,0,0,0,1,1,0,3,4,NA,4,3,2,2,2,4,4,4,4,3,3,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1
"149",375,97,25,1092,1,3,1,0,0,1,0,0,0,0,0,0,0,2013,3,5,1,0,11,11,10,40,1,0,1,0,1,2,4,5,4,4,4,4,70,30,0,0,4,4,3,4,5,3,3,2,2,3,3,3,3,3,NA,3,3,2,5,3,1,2,3,4,4,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,5,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,NA,1,3,1,1,2,2,0,33,0,0,3,3,1,1973,2,6,1,1,1,23,2,1998,8,1,1992,3,0,1,1992,9,1,1,1,0,0,1,0,0,1,1,0,1,3,2,3,3,1,1,1,3,4,4,3,3,5,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
"150",384,99,25,1108,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,3,2,0,13,5,4,44,1,0,1,0,1,4,2,3,2,3,1,2,90,0,5,5,3,4,3,4,4,5,4,3,2,3,3,2,2,3,3,2,2,3,4,1,2,1,3,4,4,3,4,4,3,4,4,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1980,2,5,1,1,2,16,1,1998,8,1,1998,3,0,2,NA,NA,1,1,1,1,0,0,0,0,1,1,0,2,3,NA,2,2,2,2,2,2,3,2,2,3,3,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1
"151",383,99,25,1109,1,1,1,1,0,0,0,0,0,0,0,0,0,2010,3,3,1,1,29,10,12,140,1,0,1,0,1,3,3,3,3,4,2,2,30,20,20,40,4,4,5,3,4,4,4,4,2,3,3,2,2,3,3,2,3,2,4,3,3,2,4,4,4,3,3,4,3,3,3,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,4,1,1,0,0,0,1,0,2,1,2,4,1,NA,1,NA,NA,NA,4,1,1,2,7,0,38,0,0,3,3,2,1988,1,4,1,1,2,26,2,2010,9,1,2010,2,0,2,2010,9,1,1,0,1,0,0,0,0,1,1,0,1,4,2,3,1,3,3,3,2,3,3,3,4,4,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
"152",384,99,25,1111,1,2,1,0,1,0,0,0,0,0,0,0,0,2013,3,3,2,1,14,30,18,224,1,1,1,1,1,4,4,4,2,3,2,2,60,10,25,5,4,4,3,3,3,4,5,3,2,3,3,2,2,3,3,2,2,2,4,2,2,2,4,3,4,4,3,4,4,3,4,2,0,0,1,1,1,1,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,1,NA,4,2,2,2,3,30,46,1,1,3,4,2,1983,2,6,1,1,NA,10,1,2004,8,1,2006,2,0,2,2013,8,1,1,0,0,0,0,0,0,1,1,0,2,3,2,3,2,2,2,2,1,2,2,1,3,4,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1
